drug1,drug2,true_label,pred_label
606,1510,69.0,10
1012,978,69.0,10
1012,977,69.0,10
1259,462,69.0,10
1590,688,69.0,10
1590,128,69.0,10
201,462,69.0,10
1180,333,69.0,10
404,1013,69.0,10
404,1012,69.0,10
1055,216,69.0,10
214,1052,69.0,80
317,1306,69.0,10
226,1311,69.0,10
1308,1311,69.0,10
193,221,69.0,10
389,13,69.0,10
1395,135,69.0,10
1055,449,69.0,10
690,462,69.0,10
759,828,69.0,10
1054,750,69.0,10
517,470,69.0,10
76,1454,69.0,10
570,1013,69.0,10
715,1277,69.0,10
225,1201,69.0,10
697,1660,69.0,10
90,677,69.0,10
1175,121,69.0,10
1119,1012,69.0,10
399,307,69.0,10
1119,1013,69.0,10
697,149,69.0,10
466,248,69.0,10
1144,1365,69.0,10
1158,1013,69.0,10
1047,90,69.0,10
517,828,69.0,10
954,766,69.0,10
1629,222,69.0,10
1056,828,69.0,10
1699,565,69.0,10
1699,572,69.0,10
1699,571,69.0,10
697,750,69.0,10
1626,1561,69.0,10
1032,1051,69.0,10
1448,446,69.0,10
1626,1558,69.0,10
1626,1560,69.0,10
1326,149,69.0,10
1658,371,69.0,10
1626,1563,69.0,10
1330,259,69.0,10
1144,333,69.0,10
619,561,69.0,10
76,555,69.0,10
700,698,69.0,10
866,818,69.0,10
1239,376,69.0,83
570,892,69.0,10
1547,791,69.0,10
1199,1705,69.0,10
1347,1406,69.0,10
633,808,69.0,10
771,1250,69.0,10
961,611,69.0,10
1176,238,69.0,10
715,978,69.0,10
1176,243,69.0,10
715,977,69.0,10
349,855,69.0,10
1239,412,69.0,10
619,100,69.0,10
245,440,69.0,10
90,1365,69.0,10
638,333,69.0,10
774,666,69.0,10
1549,1546,69.0,10
1445,1422,69.0,10
1058,1420,69.0,10
1371,128,69.0,10
1626,773,69.0,10
149,808,69.0,10
1009,978,69.0,10
1009,977,69.0,10
764,128,69.0,10
1302,1311,69.0,10
900,462,69.0,10
788,803,69.0,10
144,1683,69.0,10
988,307,69.0,10
961,862,69.0,10
1120,156,69.0,10
317,618,69.0,10
610,1422,69.0,10
750,1250,69.0,10
1056,666,69.0,10
1683,791,69.0,10
580,91,69.0,10
95,1573,69.0,10
1325,1579,69.0,10
349,374,69.0,10
265,13,69.0,10
1239,1098,69.0,10
536,1051,69.0,10
961,985,69.0,10
1176,1361,69.0,10
976,791,69.0,10
719,666,69.0,10
502,1201,69.0,10
1347,238,69.0,10
1208,126,69.0,10
878,90,69.0,10
1247,333,69.0,10
664,862,69.0,10
1691,1361,69.0,10
1053,253,69.0,10
477,750,69.0,10
1448,1546,69.0,10
960,1497,69.0,10
491,922,69.0,10
225,1683,69.0,10
1525,985,69.0,10
1626,612,69.0,10
466,941,69.0,10
170,156,69.0,10
587,1442,69.0,10
788,169,69.0,10
1080,646,69.0,10
767,881,69.0,10
1055,283,69.0,10
1328,0,69.0,10
90,259,69.0,10
1273,514,69.0,10
498,1365,69.0,10
562,828,69.0,10
399,1243,69.0,10
186,1473,69.0,10
332,399,69.0,10
942,1573,69.0,10
144,611,69.0,10
619,201,69.0,10
1030,1319,69.0,10
989,462,69.0,10
464,585,69.0,10
1508,1124,69.0,10
1508,1123,69.0,10
1508,1126,69.0,10
1508,1125,69.0,10
1508,1122,69.0,10
1508,1121,69.0,10
1325,618,69.0,10
1101,558,70.0,31
992,94,70.0,10
805,94,70.0,83
590,94,70.0,10
1038,158,70.0,31
1266,979,70.0,10
981,902,70.0,10
1100,1142,70.0,34
1059,484,70.0,10
58,580,70.0,10
1266,188,70.0,10
364,899,70.0,10
424,979,70.0,10
226,158,70.0,70
226,94,70.0,10
981,1567,70.0,10
1101,580,70.0,31
1100,410,70.0,10
981,1566,70.0,10
634,397,70.0,10
695,533,70.0,10
406,930,70.0,10
622,397,70.0,10
1266,709,70.0,10
1266,708,70.0,10
1610,558,70.0,10
202,930,70.0,10
1037,930,70.0,10
406,784,70.0,10
374,1142,70.0,31
602,130,70.0,70
485,484,70.0,10
246,899,70.0,10
374,410,70.0,10
1100,1564,70.0,10
634,558,70.0,10
1039,930,70.0,10
1313,902,70.0,10
406,397,70.0,10
427,979,70.0,83
58,533,70.0,10
1100,580,70.0,10
1101,1564,70.0,10
1101,1566,70.0,10
1101,1567,70.0,31
842,930,70.0,10
364,973,70.0,10
484,1142,70.0,31
768,979,70.0,10
364,580,70.0,10
768,484,70.0,10
580,558,70.0,31
752,484,70.0,10
1038,94,70.0,10
458,34,70.0,10
458,899,70.0,10
1039,94,70.0,10
1313,410,70.0,10
1037,188,70.0,10
1313,533,70.0,10
300,158,70.0,31
1241,930,70.0,10
992,158,70.0,70
406,158,70.0,70
891,246,70.0,10
246,1040,70.0,31
68,484,70.0,10
1334,533,70.0,10
1566,533,70.0,10
634,580,70.0,10
1309,1566,70.0,10
1309,1567,70.0,10
998,188,70.0,83
217,558,70.0,10
737,484,70.0,10
410,1040,70.0,31
1500,188,70.0,83
963,246,70.0,10
58,973,70.0,10
1209,484,70.0,83
723,94,70.0,10
696,188,70.0,10
1334,130,70.0,70
1567,580,70.0,83
484,410,70.0,83
1440,484,70.0,10
1038,533,70.0,10
217,130,70.0,70
532,188,70.0,10
458,580,70.0,10
406,558,70.0,10
693,979,70.0,83
508,1142,70.0,31
1038,410,70.0,10
1317,188,70.0,10
406,979,70.0,10
639,397,70.0,10
1000,979,70.0,10
899,410,70.0,83
300,188,70.0,10
485,188,70.0,83
1059,979,70.0,10
1436,484,70.0,10
720,484,70.0,10
202,94,70.0,10
458,94,70.0,10
34,1566,70.0,10
1266,749,70.0,10
612,1477,70.0,10
696,484,70.0,10
1241,1477,70.0,10
217,1142,70.0,10
410,1567,70.0,10
410,1566,70.0,10
737,930,70.0,10
752,94,70.0,10
1266,1037,70.0,10
1313,784,70.0,10
410,580,70.0,83
1000,930,70.0,10
1100,902,70.0,10
1266,930,70.0,10
376,484,70.0,83
981,580,70.0,10
992,930,70.0,10
202,397,70.0,10
1334,1142,70.0,10
1038,580,70.0,10
1500,979,70.0,10
376,188,70.0,83
246,1142,70.0,31
1610,533,70.0,10
768,94,70.0,10
58,1477,70.0,31
1313,1142,70.0,10
899,1566,70.0,10
899,1567,70.0,31
737,188,70.0,83
1610,410,70.0,10
1309,580,70.0,10
34,410,70.0,34
374,558,70.0,31
1266,94,70.0,10
723,484,70.0,10
1100,558,70.0,10
1610,1477,70.0,31
58,558,70.0,10
246,973,70.0,31
634,1142,70.0,31
1266,1298,70.0,10
217,902,70.0,10
508,397,70.0,10
508,188,70.0,83
226,484,70.0,10
693,397,70.0,83
42,1142,70.0,10
508,130,70.0,70
590,979,70.0,10
217,158,70.0,10
217,94,70.0,10
246,410,70.0,10
741,1477,70.0,31
202,130,70.0,70
693,484,70.0,83
741,130,70.0,70
484,580,70.0,31
1313,973,70.0,10
1100,1567,70.0,10
406,1477,70.0,70
300,484,70.0,10
1100,1566,70.0,10
458,397,70.0,10
720,158,70.0,10
246,34,70.0,10
612,188,70.0,10
639,930,70.0,10
1500,158,70.0,31
508,484,70.0,10
622,1040,70.0,31
58,410,70.0,10
720,94,70.0,10
1266,484,70.0,10
202,580,70.0,10
424,930,70.0,10
590,1477,70.0,31
42,580,70.0,10
58,158,70.0,31
202,558,70.0,10
458,130,70.0,70
226,930,70.0,10
458,158,70.0,10
217,533,70.0,10
202,484,70.0,10
374,533,70.0,10
1317,158,70.0,31
217,410,70.0,10
639,94,70.0,10
374,34,70.0,10
484,34,70.0,83
1567,558,70.0,31
1059,1477,70.0,10
636,1477,70.0,31
695,973,70.0,34
981,973,70.0,31
364,902,70.0,10
639,130,70.0,70
842,94,70.0,10
1037,130,70.0,70
42,558,70.0,10
1313,1040,70.0,10
246,902,70.0,83
202,973,70.0,10
42,902,70.0,10
1610,1142,70.0,10
1241,397,70.0,10
695,558,70.0,34
1334,410,70.0,10
1039,1477,70.0,31
374,1566,70.0,10
374,1567,70.0,10
842,979,70.0,10
923,130,70.0,70
364,533,70.0,10
1309,899,70.0,10
1436,1477,70.0,31
998,1477,70.0,31
246,558,70.0,31
458,902,70.0,10
1300,246,70.0,10
58,1142,70.0,10
1313,34,70.0,10
226,397,70.0,10
42,1567,70.0,10
42,1566,70.0,10
42,1564,70.0,10
217,580,70.0,10
395,397,70.0,10
1610,973,70.0,10
42,533,70.0,10
376,94,70.0,83
42,410,70.0,10
1038,484,70.0,10
246,580,70.0,83
68,188,70.0,10
695,1567,70.0,34
805,188,70.0,83
1241,484,70.0,10
217,979,70.0,10
1101,410,70.0,10
508,158,70.0,31
636,930,70.0,10
1309,558,70.0,31
374,580,70.0,10
1567,1566,70.0,10
919,246,70.0,10
374,899,70.0,10
58,484,70.0,10
376,979,70.0,83
622,1564,70.0,10
1334,1040,70.0,10
458,1567,70.0,10
622,1566,70.0,10
374,1040,70.0,31
695,1566,70.0,10
1411,930,70.0,10
246,1564,70.0,10
695,1564,70.0,10
458,930,70.0,10
246,1566,70.0,10
246,1567,70.0,10
636,94,70.0,10
1566,784,70.0,31
1038,397,70.0,10
508,899,70.0,10
695,34,70.0,10
842,188,70.0,10
590,397,70.0,10
508,1040,70.0,10
1101,1477,70.0,31
202,158,70.0,31
364,784,70.0,10
58,979,70.0,10
590,130,70.0,70
406,94,70.0,10
842,158,70.0,31
508,1477,70.0,31
1334,784,70.0,10
458,979,70.0,10
622,1142,70.0,31
634,533,70.0,10
406,899,70.0,10
1059,130,70.0,70
406,580,70.0,10
202,1477,70.0,31
364,1142,70.0,31
1037,397,70.0,10
1436,94,70.0,31
1038,930,70.0,31
1101,1040,70.0,31
752,979,70.0,10
998,158,70.0,31
998,130,70.0,70
622,930,70.0,31
752,158,70.0,31
1190,397,70.0,83
424,188,70.0,10
695,902,70.0,10
1610,397,70.0,10
202,188,70.0,10
534,246,70.0,10
1610,1040,70.0,10
34,397,70.0,10
484,1566,70.0,10
1039,484,70.0,10
1038,1477,70.0,31
1313,1566,70.0,10
217,930,70.0,10
1039,130,70.0,70
1313,1564,70.0,10
1039,158,70.0,31
508,410,70.0,10
612,397,70.0,10
1500,94,70.0,83
364,1040,70.0,10
532,484,70.0,10
74,246,70.0,10
424,158,70.0,31
410,558,70.0,31
270,930,70.0,10
217,1567,70.0,10
217,1566,70.0,10
217,1564,70.0,10
1610,130,70.0,70
622,158,70.0,31
622,1477,70.0,31
612,484,70.0,10
300,979,70.0,10
406,484,70.0,10
634,130,70.0,70
622,130,70.0,70
458,784,70.0,10
58,784,70.0,10
805,1477,70.0,31
1440,930,70.0,10
1190,1477,70.0,31
1334,1477,70.0,31
1059,930,70.0,10
1000,188,70.0,10
1500,930,70.0,10
458,410,70.0,10
636,979,70.0,10
612,158,70.0,10
612,130,70.0,70
602,397,70.0,10
458,1142,70.0,10
406,533,70.0,10
639,1477,70.0,10
532,930,70.0,10
981,1142,70.0,31
374,784,70.0,83
406,130,70.0,70
58,188,70.0,10
1000,484,70.0,10
1309,1564,70.0,10
532,979,70.0,10
34,558,70.0,34
1334,902,70.0,10
217,397,70.0,10
998,484,70.0,10
270,158,70.0,31
784,580,70.0,31
508,784,70.0,10
270,484,70.0,10
1038,973,70.0,31
202,533,70.0,10
1038,1040,70.0,75
1436,130,70.0,70
1436,158,70.0,31
622,973,70.0,31
202,410,70.0,10
1317,94,70.0,10
634,973,70.0,31
217,484,70.0,10
270,188,70.0,10
68,930,70.0,10
1567,784,70.0,31
1101,130,70.0,70
458,1040,70.0,10
1500,484,70.0,10
1209,188,70.0,31
458,1566,70.0,10
1266,58,70.0,10
1266,63,70.0,10
639,979,70.0,10
364,34,70.0,10
458,1564,70.0,10
612,979,70.0,10
998,397,70.0,10
998,930,70.0,83
1038,188,70.0,83
217,973,70.0,10
1266,917,70.0,10
202,1142,70.0,31
1101,397,70.0,10
217,1040,70.0,10
1610,1567,70.0,10
1610,1566,70.0,10
1610,1564,70.0,10
226,188,70.0,10
1309,902,70.0,10
1436,397,70.0,10
1317,930,70.0,10
34,1477,70.0,75
992,188,70.0,10
1334,558,70.0,10
1566,973,70.0,31
34,130,70.0,70
226,1477,70.0,31
1266,500,70.0,10
1037,979,70.0,10
424,94,70.0,10
42,397,70.0,10
1038,902,70.0,10
1209,158,70.0,31
406,1567,70.0,10
406,1566,70.0,10
973,580,70.0,83
981,533,70.0,10
1266,112,70.0,10
805,158,70.0,31
805,130,70.0,70
1440,158,70.0,31
1266,1489,70.0,10
34,973,70.0,31
1440,188,70.0,10
34,1040,70.0,75
246,784,70.0,31
1334,1564,70.0,10
923,1477,70.0,31
1334,397,70.0,10
1334,1567,70.0,10
1334,1566,70.0,10
508,558,70.0,10
981,1564,70.0,10
374,902,70.0,10
1100,973,70.0,70
1411,94,70.0,10
1037,158,70.0,10
226,979,70.0,10
696,930,70.0,10
602,1477,70.0,31
1241,979,70.0,10
508,979,70.0,10
1317,484,70.0,10
1610,902,70.0,10
34,1567,70.0,34
720,979,70.0,10
270,94,70.0,10
68,979,70.0,10
364,1566,70.0,10
364,1567,70.0,10
508,902,70.0,10
364,1564,70.0,10
1000,158,70.0,10
485,979,70.0,10
1241,188,70.0,10
458,558,70.0,10
639,484,70.0,10
1567,1040,70.0,31
981,1040,70.0,70
300,94,70.0,10
723,188,70.0,10
899,580,70.0,83
1241,94,70.0,10
1241,158,70.0,31
639,158,70.0,31
34,580,70.0,34
42,130,70.0,70
1317,979,70.0,10
693,130,70.0,70
981,558,70.0,10
485,94,70.0,10
693,188,70.0,83
485,158,70.0,31
1266,158,70.0,10
1436,188,70.0,83
1566,580,70.0,10
622,558,70.0,10
634,410,70.0,10
1309,784,70.0,31
202,1040,70.0,10
622,410,70.0,10
741,397,70.0,10
424,484,70.0,10
695,899,70.0,34
1309,410,70.0,10
58,902,70.0,10
1566,1040,70.0,31
805,484,70.0,83
532,94,70.0,10
1313,899,70.0,10
1309,1142,70.0,31
737,979,70.0,10
42,1477,70.0,31
634,1477,70.0,31
406,410,70.0,10
58,397,70.0,10
1209,94,70.0,31
998,979,70.0,10
1313,558,70.0,10
693,158,70.0,70
1039,188,70.0,83
458,973,70.0,10
406,1142,70.0,10
1440,94,70.0,10
427,94,70.0,31
1266,459,70.0,10
508,930,70.0,10
1266,387,70.0,10
508,1564,70.0,10
737,94,70.0,10
508,1566,70.0,10
508,1567,70.0,10
202,34,70.0,10
1309,1040,70.0,31
1100,1040,70.0,75
805,397,70.0,10
805,930,70.0,83
737,158,70.0,31
1334,34,70.0,10
1313,580,70.0,10
406,188,70.0,10
1309,34,70.0,10
1436,979,70.0,10
58,130,70.0,70
634,1040,70.0,75
508,533,70.0,10
1037,1477,70.0,10
768,188,70.0,10
42,973,70.0,10
508,94,70.0,10
42,1040,70.0,10
998,94,70.0,83
1059,188,70.0,10
776,246,70.0,10
58,1564,70.0,10
58,1566,70.0,10
695,410,70.0,10
1567,973,70.0,31
1411,188,70.0,10
923,397,70.0,10
590,930,70.0,10
458,484,70.0,10
217,188,70.0,10
458,533,70.0,10
202,1567,70.0,10
202,1566,70.0,10
202,1564,70.0,10
723,979,70.0,10
406,973,70.0,10
1266,678,70.0,10
1101,1142,70.0,31
1334,899,70.0,10
590,188,70.0,83
395,130,70.0,70
217,1477,70.0,10
1334,973,70.0,10
1038,1567,70.0,10
1038,1566,70.0,10
1266,202,70.0,10
1038,1564,70.0,10
1038,979,70.0,10
202,784,70.0,10
508,580,70.0,10
720,188,70.0,10
622,188,70.0,31
636,188,70.0,10
1334,580,70.0,10
622,979,70.0,10
1101,973,70.0,31
992,979,70.0,10
723,158,70.0,31
1411,484,70.0,10
1059,94,70.0,10
992,484,70.0,10
68,158,70.0,31
427,188,70.0,31
622,94,70.0,31
1039,979,70.0,10
374,973,70.0,31
406,1564,70.0,10
695,580,70.0,34
981,410,70.0,10
590,158,70.0,31
634,1564,70.0,10
1567,533,70.0,10
58,1040,70.0,10
1038,130,70.0,70
634,1567,70.0,10
634,1566,70.0,10
590,484,70.0,10
1266,153,70.0,10
622,902,70.0,10
58,930,70.0,10
427,158,70.0,31
226,130,70.0,70
1610,580,70.0,10
693,94,70.0,83
695,1142,70.0,34
58,899,70.0,10
696,979,70.0,10
1039,397,70.0,10
68,94,70.0,10
410,533,70.0,10
484,1567,70.0,31
1309,973,70.0,31
270,979,70.0,10
484,1564,70.0,83
395,1477,70.0,31
427,484,70.0,83
1241,130,70.0,70
693,1477,70.0,31
217,899,70.0,10
1566,558,70.0,31
752,930,70.0,10
58,94,70.0,10
636,397,70.0,10
612,930,70.0,10
1000,94,70.0,10
410,784,70.0,31
622,1567,70.0,10
202,979,70.0,10
696,94,70.0,10
202,899,70.0,10
1038,558,70.0,10
693,930,70.0,83
636,484,70.0,10
805,979,70.0,83
612,94,70.0,10
406,902,70.0,10
622,580,70.0,10
1190,130,70.0,70
58,1567,70.0,10
508,973,70.0,10
364,558,70.0,10
406,1040,70.0,10
1059,397,70.0,10
1101,902,70.0,31
458,1477,70.0,10
374,1564,70.0,10
410,973,70.0,31
1037,484,70.0,10
1309,533,70.0,10
634,902,70.0,10
636,158,70.0,31
636,130,70.0,70
1313,1567,70.0,10
202,902,70.0,10
364,410,70.0,10
622,484,70.0,10
217,784,70.0,10
695,1040,70.0,34
1209,979,70.0,83
1040,580,70.0,31
1695,246,70.0,10
1059,158,70.0,31
1037,94,70.0,10
842,484,70.0,10
1038,1142,70.0,31
639,188,70.0,10
1411,979,70.0,10
1440,979,70.0,10
473,375,71.0,10
473,759,71.0,10
1162,744,71.0,10
1304,1451,71.0,10
482,1232,71.0,10
1304,1449,71.0,10
295,1247,71.0,10
273,630,71.0,10
1304,57,71.0,10
1102,477,71.0,10
1357,1053,71.0,10
1357,1054,71.0,10
1071,1354,71.0,10
482,1453,71.0,10
473,477,71.0,10
822,837,71.0,10
273,1451,71.0,10
273,1449,71.0,10
711,701,71.0,10
1304,31,71.0,10
473,1451,71.0,10
473,1449,71.0,10
1102,1056,71.0,10
252,595,71.0,10
1102,284,71.0,10
215,282,71.0,10
1102,282,71.0,10
695,1697,71.0,10
215,287,71.0,10
1102,287,71.0,10
1610,1164,71.0,10
473,1368,71.0,10
215,477,71.0,10
1162,174,71.0,10
1629,78,71.0,10
1162,477,71.0,10
669,1164,71.0,10
295,1683,71.0,10
573,1161,71.0,10
679,1367,71.0,10
695,1325,71.0,10
695,1324,71.0,10
1162,1144,71.0,10
1162,759,71.0,10
748,1210,71.0,10
1038,1047,71.0,10
252,1056,71.0,10
711,1449,71.0,10
1357,697,71.0,10
711,1451,71.0,10
903,498,71.0,10
1357,694,71.0,10
273,764,71.0,10
267,976,71.0,10
679,90,71.0,10
711,166,71.0,10
695,1579,71.0,10
711,1551,71.0,10
711,1550,71.0,10
711,1549,71.0,10
711,1547,71.0,10
1071,1171,71.0,10
267,1056,71.0,10
295,638,71.0,10
1162,1232,71.0,10
822,1054,71.0,10
822,1053,71.0,10
1687,553,71.0,10
679,1503,71.0,10
252,1547,71.0,10
1304,744,71.0,10
252,1549,71.0,10
267,587,71.0,10
267,589,71.0,10
215,1449,71.0,10
215,1451,71.0,10
1267,1368,71.0,10
252,1326,71.0,10
748,1692,71.0,10
908,31,71.0,10
711,316,71.0,10
473,719,71.0,10
473,57,71.0,10
1357,31,71.0,10
1304,759,71.0,10
748,1683,71.0,10
1643,750,71.0,10
267,166,71.0,10
1267,525,71.0,10
1267,530,71.0,10
573,385,71.0,10
903,166,71.0,10
908,1692,71.0,10
1102,630,71.0,10
295,1367,71.0,10
748,1161,71.0,10
1071,1503,71.0,10
215,976,71.0,10
1101,1579,71.0,10
903,57,71.0,10
273,595,71.0,10
822,517,71.0,10
908,358,71.0,10
1626,259,71.0,10
1643,553,71.0,10
573,547,71.0,10
267,564,71.0,10
908,570,71.0,10
267,562,71.0,10
1071,1210,71.0,10
822,404,71.0,10
482,701,71.0,10
822,401,71.0,10
1357,1171,71.0,10
822,1119,71.0,10
267,1210,71.0,10
482,764,71.0,10
1357,1210,71.0,10
679,694,71.0,10
1626,78,71.0,10
669,1324,71.0,10
1304,1367,71.0,10
273,477,71.0,10
1357,1503,71.0,10
679,697,71.0,10
1357,837,71.0,10
215,1368,71.0,10
1267,1080,71.0,10
679,1247,71.0,10
1304,1448,71.0,10
295,1119,71.0,10
695,1047,71.0,10
1102,562,71.0,10
1102,564,71.0,10
252,316,71.0,10
822,358,71.0,10
1267,1247,71.0,10
1304,1453,71.0,10
103,771,71.0,10
273,1448,71.0,10
295,298,71.0,10
1102,697,71.0,10
1071,90,71.0,10
1071,570,71.0,10
748,90,71.0,10
295,1161,71.0,10
273,1453,71.0,10
1610,1435,71.0,10
252,1161,71.0,10
748,1503,71.0,10
981,1579,71.0,10
473,1354,71.0,10
267,1171,71.0,10
215,284,71.0,10
634,490,71.0,10
1357,1354,71.0,10
1102,166,71.0,10
679,589,71.0,10
295,1180,71.0,10
473,525,71.0,10
895,553,71.0,10
473,530,71.0,10
215,57,71.0,10
1162,701,71.0,10
1071,174,71.0,10
669,637,71.0,10
1643,1013,71.0,10
1162,764,71.0,10
711,1453,71.0,10
34,1042,71.0,10
164,78,71.0,10
1071,697,71.0,10
1071,694,71.0,10
295,1692,71.0,10
1694,553,71.0,10
215,316,71.0,10
1267,1683,71.0,10
252,385,71.0,10
252,794,71.0,10
1267,564,71.0,82
295,1329,71.0,10
679,385,71.0,10
1267,1158,71.0,10
622,1042,71.0,10
622,1043,71.0,10
295,1332,71.0,10
573,1367,71.0,10
1357,1158,71.0,10
908,1368,71.0,10
1071,1368,71.0,10
822,1158,71.0,10
295,90,71.0,10
1155,362,71.0,10
273,976,71.0,10
1155,775,71.0,10
1102,1210,71.0,10
711,1354,71.0,10
822,719,71.0,10
573,1144,71.0,10
1304,764,71.0,10
295,1699,71.0,10
1304,525,71.0,10
903,174,71.0,10
573,375,71.0,10
215,1404,71.0,10
1304,530,71.0,10
473,1367,71.0,10
573,726,71.0,10
482,595,71.0,10
908,701,71.0,10
473,498,71.0,10
679,547,71.0,10
1038,1585,71.0,10
908,547,71.0,10
273,587,71.0,10
215,1590,71.0,10
273,589,71.0,10
573,498,71.0,10
903,759,71.0,10
573,298,71.0,10
267,570,71.0,10
908,564,71.0,10
908,562,71.0,10
679,1683,71.0,10
1357,1368,71.0,10
1100,1435,71.0,10
679,1161,71.0,10
669,1435,71.0,10
573,996,71.0,10
273,166,71.0,10
42,1042,71.0,10
482,358,71.0,10
42,1043,71.0,10
1102,1692,71.0,10
748,1368,71.0,10
748,638,71.0,10
1071,1451,71.0,10
1267,1056,71.0,10
295,401,71.0,10
1357,498,71.0,10
695,490,71.0,10
1102,570,71.0,10
669,1585,71.0,10
1267,1054,71.0,10
273,564,71.0,10
1643,333,71.0,10
273,562,71.0,10
1267,1053,71.0,10
573,1448,71.0,10
1071,837,71.0,10
679,1448,71.0,10
252,694,71.0,10
252,697,71.0,10
1071,562,71.0,10
1071,564,71.0,10
295,1210,71.0,10
1101,1164,71.0,10
903,1551,71.0,10
903,1549,71.0,10
903,1550,71.0,10
273,1210,71.0,10
903,1547,71.0,10
695,593,71.0,10
695,1516,71.0,10
1643,78,71.0,10
1162,595,71.0,10
1357,996,71.0,10
295,996,71.0,10
573,1590,71.0,10
1102,174,71.0,10
1357,1367,71.0,10
903,701,71.0,10
473,517,71.0,10
215,744,71.0,10
473,1119,71.0,10
473,1056,71.0,10
1071,166,71.0,10
1267,1503,71.0,10
1267,1330,71.0,10
1162,358,71.0,10
822,1699,71.0,10
679,1232,71.0,10
273,1171,71.0,10
573,1699,71.0,10
273,316,71.0,10
622,593,71.0,10
748,1171,71.0,10
711,794,71.0,10
1304,595,71.0,10
295,587,71.0,10
295,589,71.0,10
295,1590,71.0,10
679,1371,71.0,10
295,1326,71.0,10
573,1332,71.0,10
295,1171,71.0,10
573,1330,71.0,10
573,1329,71.0,10
482,90,71.0,10
267,638,71.0,10
1100,1047,71.0,10
748,1080,71.0,10
215,1367,71.0,10
679,375,71.0,10
1155,766,71.0,10
273,774,71.0,10
34,880,71.0,10
679,477,71.0,10
822,726,71.0,10
103,553,71.0,10
822,996,71.0,10
679,31,71.0,10
634,1435,71.0,10
748,1158,71.0,10
473,1210,71.0,10
573,1158,71.0,10
482,589,71.0,10
573,719,71.0,10
634,1585,71.0,10
1304,1354,71.0,10
482,587,71.0,10
473,1171,71.0,10
1071,794,71.0,10
908,694,71.0,10
908,697,71.0,10
1102,1404,71.0,10
679,595,71.0,10
903,764,71.0,10
711,1326,71.0,10
903,564,71.0,23
903,562,71.0,10
1610,490,71.0,10
822,1354,71.0,10
903,1371,71.0,10
748,1247,71.0,10
1071,1158,71.0,10
573,589,71.0,10
482,562,71.0,10
573,587,71.0,10
482,719,71.0,10
482,564,71.0,10
1626,333,71.0,10
748,284,71.0,10
748,282,71.0,10
252,498,71.0,10
748,287,71.0,10
273,174,71.0,10
482,547,71.0,10
103,750,71.0,10
295,498,71.0,10
822,1144,71.0,10
748,630,71.0,10
1033,259,71.0,34
1267,174,71.0,10
822,498,71.0,10
215,794,71.0,23
748,401,71.0,10
1357,794,71.0,10
1357,316,71.0,10
273,570,71.0,10
822,375,71.0,10
473,1590,71.0,10
622,1435,71.0,10
1267,976,71.0,10
822,1232,71.0,10
748,517,71.0,10
1100,1579,71.0,10
711,719,71.0,10
1304,166,71.0,10
273,90,71.0,10
903,595,71.0,10
267,794,71.0,10
295,794,71.0,23
895,583,71.0,10
1155,53,71.0,10
42,880,71.0,10
1357,1590,71.0,10
252,587,71.0,10
1162,589,71.0,10
252,589,71.0,10
1162,587,71.0,10
1071,477,71.0,10
1038,593,71.0,10
669,1516,71.0,10
473,1404,71.0,10
252,1550,71.0,10
252,1683,71.0,10
267,759,71.0,10
908,1247,71.0,10
1267,837,71.0,10
903,1232,71.0,10
252,1551,71.0,10
1357,1699,71.0,10
634,1697,71.0,10
1162,562,71.0,10
1304,174,71.0,10
1102,316,71.0,10
1162,719,71.0,10
1162,564,71.0,23
1162,1453,71.0,10
1102,1354,71.0,10
1155,958,71.0,10
1162,547,71.0,10
1102,1171,71.0,10
403,1699,71.0,10
679,57,71.0,10
822,774,71.0,10
215,1330,71.0,10
748,1180,71.0,10
711,174,71.0,10
711,744,71.0,10
679,1368,71.0,10
267,1547,71.0,10
267,1549,71.0,10
267,1550,71.0,10
267,1551,71.0,10
1304,587,71.0,10
295,595,71.0,10
1304,589,71.0,10
273,1503,71.0,10
215,1180,71.0,10
903,1448,71.0,10
748,1053,71.0,10
669,1579,71.0,10
748,1054,71.0,10
1304,1692,71.0,10
1357,638,71.0,10
267,630,71.0,10
1304,976,71.0,10
1687,333,71.0,10
1694,583,71.0,10
679,837,71.0,10
215,630,71.0,10
1155,372,71.0,10
711,401,71.0,10
252,166,71.0,10
711,404,71.0,10
473,90,71.0,10
822,1590,71.0,10
1304,1171,71.0,10
252,1371,71.0,10
252,530,71.0,10
903,1449,71.0,10
573,358,71.0,10
822,1326,71.0,10
908,1332,71.0,10
679,562,71.0,10
1626,646,71.0,10
679,564,71.0,10
51,262,71.0,10
573,1053,71.0,10
1267,694,71.0,10
711,1332,71.0,10
908,57,71.0,10
711,1329,71.0,10
103,78,71.0,10
903,358,71.0,10
573,1054,71.0,10
473,630,71.0,10
215,996,71.0,10
903,570,71.0,10
267,298,71.0,10
473,316,71.0,10
908,166,71.0,10
482,726,71.0,10
482,570,71.0,10
103,333,71.0,10
1267,517,71.0,10
573,404,71.0,10
1357,284,71.0,10
679,719,71.0,10
482,375,71.0,10
573,401,71.0,10
981,1516,71.0,10
267,287,71.0,10
267,284,71.0,10
267,282,71.0,10
903,31,71.0,10
1304,564,71.0,10
903,298,71.0,10
1071,976,71.0,10
1357,1119,71.0,10
1304,562,71.0,10
679,316,71.0,10
822,547,71.0,10
573,517,71.0,10
